text,label,department
Public toilets at 5th Cross are unusable and improperly maintained; request cleaning and repair. Local shops are losing business due to this. Please fix immediately,urgent,sanitation
Sewage overflow at Block A contaminates street and poses health risks. Local shops are losing business due to this. Request to address when possible,neutral,sanitation
There have been repeated thefts in Block A; increased police patrolling requested. Children and patients are particularly impacted. Request to address when possible We request a technician visit during office hours.,neutral,crime
Urgent complaint regarding sports ground request. Needs quick attention at town.,urgent,roads
Drinkingw ater supply has been stopped for days in Sector 5. Residents are without water for cooking and bathing. Please look into this,neutral,water
Delay in issuing building permit for River Side stalls legitimate construction. Families and elderly are affected. Please consider for future maintenance,later,civil
There have been repeated thefts in 5th Cross; increased police patrolling requested. Families and elderly are affected. Can be scheduled later Photos can be provided on request.,later,crime
Delay in issuing building permit for Sector 5 stalls legitimate construction. Please look into this,neutral,civil
There have been repeated thefts in Sector 5; increased police patrolling requested. This is causing significant inconvenience to residents. Please take necessary steps,neutral,crime
The road near Sector 5 is washed away and is impassable during rains; pls repair urgently. Please look into this This has been ongoing for weeks.,neutral,roads
Motorbike snatching occurred at Block A; CCTV and quick response required. Please take necessary steps,neutral,crime
Sewage overflow at Near City Park contaminates street and poses health risks. This is an emergency Please coordinate with the local ward member.,urgent,sanitation
The road near Near City Park is washed away and is impassable during rains; please repair urgently. This is causing significant inconvenience to residents. Routine attention is fine Please coordinate with the local ward member.,later,roads
Collapsed boundary wall at 5th Cross is a safety risk to children and pedestrians. Families and elderly are affected. This is an emergency,urgent,civil
Road construction left debris at MG Road. Vehicles are being damaged frequently. Urgent action needed This has been ongoing for weeks.,urgent,roads
Frequent power cuts in 5th Cross disrupt businesses and studies. Need immediate repair to transformer. This is causing significant inconvenience to residents.,neutral,electricity
Motorbike snatching occurred at Near City Park; CCTV and quick response required. This is causing significant inconvenience to residents. Routine attention is fine,later,crime
The road near River Side is washed away and is impassable during arins; please repair urgently. Families and elderly are affected. Routine attention is fine,later,roads
Frequent power cuts in Near City Park disrupt businesses and studies. Need immediate repair to transformer. This is causing significant inconvenience to residents. Please consider for future maintenance We request a technician visit during office hours.,later,electricity
Collapsed boundary wall at Lake Road is a safety risk to children and pedestrians. Please fix immediately This has been ongoing for weeks.,urgent,civil
Motorbike snatching occurred at MG Road; CCTV and quick response required. Please look into this,neutral,crime
"Garbage collection is irregular in Near City Park; heaps of waste attract pests and foul smell. This is causing significant inconvenience to residents. Not urgent, can wait We request a technician visit during office hours.",later,sanitation
Motorbike snatching occurred at Temple Street; CCTV and quick response required. Families and elderly are affected.,later,crime
A burst water pipe at Near City Park floods the road and affects nearby homes. This is causing significant inconvenience to residents. This is an emergency This has been ongoing for weeks.,urgent,water
Harassment incident reported at Near City Park; request police action and investigation. Kindly investigate the matter Photos can be provided on request.,neutral,crime
Collapsed boundary wall at Old Bus Stand is a safety risk to children and pedestrians. Children and patients are particularly impacted. Kindly investigate the matter Photos can be provided on request.,neutral,civil
There have been repeated thefts in 5th Cross; increased police patrolling requested. Kindly investigate the matter Photos can be provided on request.,neutral,crime
Motorbike snatching occurred at River Side; CCTV and quick response required. Please take necessary steps We request a technician visit during office hours.,neutral,crime
"Serious problem of electricity outage in market area, kindly resolve immediately.",urgent,electricity
Sewage overflow at Near School contaminates street and poses health risks. Families and elderly are affected. Can be scheduled later,later,sanitation
Motorbike snatching occurred at Near School; CCTV and quick response required. This is causing significant inconvenience to residents. Routine attention is fine We request a technician visit during office hours.,later,crime
A burst water pipe at Near School floods the road and affects nearby homes. This is causing significant inconvenience to residents. Routine attention is fine,later,water
Garbage collection is irregular in Temple Street; heaps of waste attract pests and foul smell. Families and elderly are affected. This has been ongoing for weeks.,later,sanitation
Drinking water supply has been stopped for days in Industrial Area. Residents are without water for cooking and bathing. Families and elderly are affected. Please look into this This has been ongoing for weeks.,neutral,water
Plan to establish sewage overflow in city can be considered later.,later,water
There have been repeated thefts in River Side; increased police patrolling requested. Children and patients are particularly impacted. Can be scheduled later,later,crime
Collapsed boundary wall at Market Area is a safety risk to children and pedestrians. Request to address when possible This has been ongoing for weeks.,neutral,civil
Suspicious persons and petty crimes reported near Lake Road; streetlights and patrol needed. Routine attention is fine,later,crime
Plan to establish broken road in village can be considered later.,later,roads
Suggestion to resolve construction of bus stand in bus stand.,neutral,civil
There have been repeated thefts in Block A; increased police patrolling requested. Local shops are losing business due to this. We request a technician visit during office hours.,later,crime
Collapsed boundary wall at Sector 5 is a safety risk to children and pedestrians. This is causing significant inconvenience to residents. This is an emergency,urgent,civil
Open drains clogged at Market Area create breeding grounds for mosquitoes. This is causing significant inconvenience to residents. This is an emergency,urgent,sanitation
Collapsed boundary wall at 5th Cross is a safety risk to children and pedestrians.,urgent,civil
Road construction left debris at Old Bus Stand. Vehicles are being damaged frequently. Families and elderly are affected. This is an emergency We request a technician visit during office hours.,urgent,roads
Motorbike snatching occurred at Market Area; CCTV and quick response required. Local shops are losing business due to this. Kindly investigate the matter,neutral,crime
Traffic signals at Near School are non-functional leading to congestion and safety issues. Routine attention is fine We request a technician visit during office hours.,later,roads
A fallen electric pole on Temple Street poses a danger; urgent fix required. Can be scheduled later,later,electricity
Traffic signals at Temple Street are non-functional leading to congestion and safety issues. Please look into this,neutral,roads
Street lights are not working on 5th Cross at night causing safety hazards. Local shops are losing business due to this. This requires immediate attention,urgent,electricity
The road near Near City Park is washed away and is impassable during rains; pls repair urgently. Children and patients are particularly impacted. This is an emergency,urgent,roads
Delay in issuing building permit for River Side stalls legitimate construction. Urgent action needed,urgent,civil
Public structure at Industrial Area needs inspection and repair; cracks appearing on walls. Request to address when possible,neutral,civil
Road construction left debris at Old Bus Stand. Vehicles are being damaged frequently. Local shops are losing business due to this. Request to address when possible We request a technician visit during office hours.,neutral,roads
Collapsed boundary wall at Near School is a safety risk to children and pedestrians. This is causing significant inconvenience to residents. Please consider for future maintenance,later,civil
Dirty water is coming from the tap in MG Road. Suspect contamination near the supply source. Children and patients are particularly impacted. Can be scheduled later Please coordinate with the local ward member.,later,water
Open drains clogged at Near School create breeding grounds for mosquitoes. Families and elderly are affected. Please coordinate with the local ward member.,neutral,sanitation
Plan to establish public toilet maintenance in town can be considered later.,later,sanitation
Voltage fluctuations are damaging appliances in Sector 5. Request inspection and stabilization of supply. Children and patients are particularly impacted. Please consider for future maintenance,later,electricity
Suspicious persons and petty crimes reported near River Side; streetlights and patrol needed. Please take necessary steps,neutral,crime
Voltage fluctuations are damaging appliances in Block A. Request inspection and stabilization of supply. This is an emergency,urgent,electricity
Unauthorized construction at Sector 5 violates building regulations and blocks sunlight to nearby homes. Urgent action needed,urgent,civil
"There have been repeated thefts in Near School; increased police patrolling requested. Not urgent, can wait Please coordinate with the local ward member.",later,crime
Public structure at Industrial Area needs inspection and repair; cracks appearing on walls. This is causing significant inconvenience to residents. Please fix immediately,urgent,civil
Immediate action required: broken road in village.,urgent,roads
Open drains clogged at Lake Road create breeding grounds for mosquitoes. We request a technician visit during office hours.,later,sanitation
Public toilets at Block A are unusable and improperly maintained; request cleaning and repair. This is causing significant inconvenience to residents. Please look into this,neutral,sanitation
Large potholes on MG Road are causing accidents and vehicle damage; request resurfacing. Local shops are losing business due to this. Routine attention is fine We request a technician visit during office hours.,later,roads
Unauthorized construction at Industrial Area violates building regulations and blocks sunlight to nearby homes. Children and patients are particularly impacted. Please consider for future maintenance Please coordinate with the local ward member.,later,civil
Collapsed boundary wall at Near City Park is a safety risk to children and pedestrians. Local shops are losing business due to this. This is an emergency,urgent,civil
Street lights are not working on Block A at night causing safety hazards. Local shops are losing business due to this. Kindly investigate the matter Please coordinate with the local ward member.,neutral,electricity
There have been repeated thefts in Market Area; increased police patrolling requested. Routine attention is fine,later,crime
Voltage fluctuations are damaging appliances in Industrial Area. Request inspection and stabilization of supply. Please look into this This has been ongoing for weeks.,neutral,electricity
Garbage collection is irregular in Near City Park; heaps of waste attract pests and foul smell. Can be scheduled later,later,sanitation
A burst water pipe at Temple Street floods the road and affects nearby homes. Children and patients are particularly impacted. Can be scheduled later Please coordinate with the local ward member.,later,water
Road construction left debris at Lake Road. Vehicles are being damaged ffrequently. Urgent action needed Please coordinate with the local ward member.,urgent,roads
There have been repeated thefts in Near City Park; increased police patrolling requested. Local shops are losing business due to this. This is an emergency Photos can be povided on request.,urgent,crime
Frequent power cuts in Temple Street disrupt businesses and studies. Need immediate repair to transformer. Families and elderly are affected. Please consider for future maintenance Please coordinate with the local ward member.,later,electricity
Long-term development needed: public toilet maintenance at hospital area.,later,sanitation
"Collapsed boundary wall at Near School is a safety risk to children and pedestrians. Families and elderly are affected. Not urgent, can wait",later,civil
"There is continuous leakage from the main pipeline on Near School, causing low water pressure and contamination concerns. Children and patients are particularly impacted. Not urgent, can wait",later,water
"Drinking water supply has been stopped for days in 5th Cross. Residents are without water for cooking and bathing. Not urgent, can wait",later,water
Voltage fluctuations are damaging appliances in Old Bus Stand. Request inspection and stabilization of supply. This is causing significant inconvenience to residents. Request to address when possible This has been ongoing for weeks.,neutral,electricity
Road construction left debris at Temple Street. Vehicles are being damaged frequently. This is causing significant inconvenience to residents. Can be scheduled later,later,roads
A burst water pipe at MG Road floods the road and affects nearby homes. Local shops are losing business due to this. Urgent action needed,urgent,water
Public toilets at Block A are unusable and improperly maintained; request cleaning and repair. Children and patients are particularly impacted. Can be scheduled later,later,sanitation
Open drains clogged at 5th Cross create breeding grounds for mosquitoes. Kindly investigate the matter,neutral,sanitation
Long-term development needed: construction of bus stand at village.,later,civil
Suspicious persons and petty crimes reported near 5th Cross; streetlights and patrol needed. This is causing significant inconvenience to residents. This is an emergency,urgent,crime
Collapsed boundary wall at Lake Road is a safety risk to children and pedestrians. Please fix immediately Photos can be provided on request.,urgent,civil
Suspicious persons and petty crimes reported near MG Road; streetlights and patrol needed. Local shops are losing business due to this. Can be scheduled later This has been ongoing for weeks.,later,crime
Citizens have requested better need overhead water tank in market area.,neutral,water
Sewage overflow at MG Road contaminates street and poses health risks. Local shops are losing business due to this. Kindly investigate the matter,neutral,sanitation
Need improvement in water supply shortage at town.,neutral,water
Garbage collection is irregular in Industrial Area; heaps of waste attract pests and foul smell. This requires immediate attention,urgent,sanitation
Harassment incident reported at Temple Street; request police action and investigation. This is causing significant inconvenience to residents.,urgent,crime
Public structure at Industrial Area needs inspection and repair; cracks appearing on walls. This requires immediate attention,urgent,civil
Voltage fluctuations are damaging appliances in Sector 5. Request inspection and stabilization of supply. Families and elderly are affected. Urgent action needed,urgent,electricity
Sewage overflow at Near School contaminates street and poses health risks. This is an emergency,urgent,sanitation
Open drains clogged at River Side create breeding grounds for mosquitoes. Urgent action needed,urgent,sanitation
Collapsed boundary wall at 5th Cross is a safety risk to children and pedestrians. Local shops are losing business due to this.,later,civil
Moderate issue observed: school building damage at bus stand. Kindly check.,neutral,civil
Suspicious persons and petty crimes reported near Near City Park; streetlights and patrol needed. Please look into this We request a technician visit during office hours.,neutral,crime
Collapsed boundary wall at MG Road is a safety risk to children and pedestrians. Please take necessary steps Photos can be provided on request.,neutral,civil
Unauthorized construction at MG Road violates building regulations and blocks sunlight to nearby homes. Please look into this,neutral,civil
The road near Near School is washed away and is impassable during rains; please repair urgently. Photos can be provided on request.,later,roads
"There is continuous leakage from the main pipeline on Industrial Area, causing low water pressure and contamination concerns. Local shops are losing business due to this. Urgent action needed Please coordinate with the local ward member.",urgent,water
Open drains clogged at MG Road create breeding grounds for mosquitoes. Please consider for future maintenance We request a technician visit during office hours.,later,sanitation
Public toilets at River Side are unusable and improperly maintained; request cleaning and repair. Local shops are losing business due to this. Urgent action needed,urgent,sanitation
Frequent power cuts in MG Road disrupt businesses and studies. Need immediate repair to transformer. Families and elderly are affected. This requires immediate attention Photos can be provided on request.,urgent,electricity
Public toilets at Near School are unusable and improperly maintained; request cleaning and repair. Families and elderly are affected.,later,sanitation
Drinking water supply has been stopped for days in Block A. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents. This is an emergency This has been ongoing for weeks.,urgent,water
Harassment incident reported at River Side; request police action and investigation. This is causing significant inconvenience to residents. Please look into this This has been ongoing for weeks.,neutral,crime
Traffic signals at Temple Street are non-functional leading to congestion and safety issues. Children and patients are particularly impacted. Please consider for future maintenance Photos can be provided on request.,later,roads
Open drains clogged at Temple Street create breeding grounds for mosquitoes. Local shops are losing business due to this. This is an emergency Photos can be provided on request.,urgent,sanitation
Public toilets at Industrial Area are unusable and improperly maintained; request cleaning and repair. Children and patients are particularly impacted. Please look into this,neutral,sanitation
A fallen electric pole on MG Road poses a danger; urgent fix required. Children and patients are particularly impacted. This is an emergency,urgent,electricity
Public structure at Temple Street needs inspection and repair; cracks appearing on walls. Local shops are losing business due to this. Kindly investigate the matter,neutral,civil
Future requirement for streetlight failure in school zone.,later,roads
Dirty water is coming from the tap in Block A. Suspect contamination near the supply source. Local shops are losing business due to this.,later,water
Street lights are not working on Market Area at night causing safety hazards. Children and patients are particularly impacted. Please fix immediately,urgent,electricity
Garbage collection is irregular in Sector 5; heaps of waste attract pests and foul smell. Children and patients are particularly impacted. Routine attention is fine,later,sanitation
Garbage collection is irregular in Market Area; heaps of waste attract pests and foul smell. This is causing significant inconvenience to residents. Kindly investigate the matter,neutral,sanitation
Drinking water supply has been stopped for days in 5th Cross. Residents are without water for cooking and bathing. Routine attention is fine,later,water
Unauthorized construction at 5th Cross violates building regulations and blocks sunlight to nearby homes. This is an emergency We request a technician visit during office hours.,urgent,civil
Immediate action required: water supply shortage in residential colony.,urgent,water
Long-term development needed: need overhead water tank at city.,later,water
Public toilets at Near City Park are unusable and improperly maintained; request cleaning and repair. This is causing significant inconvenience to residents. This requires immediate attention,urgent,sanitation
Sewage overflow at Industrial Area contaminates street and poses health risks. Local shops are losing business due to this. Please take necessary steps,neutral,sanitation
Frequent power cuts in Lake Road disrupt businesses and studies. Need immediate repair to transformer. Urgent action needed,urgent,electricity
Traffic signals at Near City Park are non-functional leading to congestion and safety issues. Local shops are losing business due to this. This requires immediate attention,urgent,roads
Urgent complaint regarding construction of bus stand. Needs quick attention at main road.,urgent,roads
The road near Sector 5 is washed away and is impassable during rains; please repair urgently. Request to address when possible Please coordinate with the local ward member.,neutral,roads
"Suspicious persons and petty crimes reported near Block A; streetlights and patrol needed. This is causing significant inconvenience to residents. Not urgent, can wait",later,crime
"Unauthorized construction at Near School violates building regulations and blocks sunlight to nearby homes. Families and elderly are affected. Not urgent, can wait Photos can be provided on request.",later,civil
Moderate issue observed: electricity outage at main road. Kindly check.,neutral,electricity
Public toilets at 5th Cross are unusable and improperly maintained; request cleaning and repair. Local shops are losing business due to this. Request to address when possible,neutral,sanitation
Unauthorized construction at Near School violates building regulations and blocks sunlight to nearby homes. This is causing significant inconvenience to residents. Urgent action needed,urgent,civil
"A fallen electric pole on 5th Cross poses a danger; urgent fix required. Children and patients are particularly impacted. Not urgent, can wait",later,electricity
Delay in issuing building permit for Sector 5 stalls legitimate construction. Children and patients are particularly impacted. Kindly investigate the matter Photos can be provided on request.,neutral,civil
Garbage collection is irregular in Near School; heaps of waste attract pests and foul smell. Please take necessary steps This has been ongoing for weeks.,neutral,sanitation
Garbage collection is irregular in River Side; heaps of waste attract pests and foul smell. Children and patients are particularly impacted. This requires immediate attention,urgent,sanitation
Public structure at Old Bus Stand needs inspection and repair; cracks appearing on walls. Children and patients are particularly impacted. Please consider for future maintenance,later,civil
Delay in issuing building permit for Near School stalls legitimate construction. Local shops are losing business due to this. Please consider for future maintenance,later,civil
Harassment incident reported at Near School; request police action and investigation. Please look into this,neutral,crime
Public toilets at 5th Cross are unusable and improperly maintained; request cleaning and repair. Families and elderly are affected. Can be scheduled later,later,sanitation
Drinking water supply has been stopped for days in Sector 5. Residents are without water for cooking and bathing. Local shops are losing business due to this. W request a technician visit during office hours.,later,water
Frequent power cuts in MG Road disrupt businesses and studies. Need immediate repair to transformer. Local shops are losing business due to this. Kindly investigate the matter,neutral,electricity
Dirty water is coming from the tap in MG Road. Suspect contamination near the supply source. Kindly investigate the matter,neutral,water
Plan to establish building public library in school zone can be considered later.,later,civil
Open drains clogged at MG Road create breeding grounds for mosquitoes. Urgent action needed Please coordinate with the local ward member.,urgent,sanitation
Collapsed boundary wall at River Side is a safety risk to children and pedestrians. Families and elderly are affected. This requires immediate attention,urgent,civil
Traffic signals at MG Road are non-functional leading to congestion and safety issues. This is causing significant inconvenience to residents. Please consider for future maintenance Photos can be provided on request.,later,roads
Suggestion to resolve broken road in bus stand.,neutral,roads
There have been repeated thefts in Temple Street; increased police patrolling requested. Local shops are losing business due to this. This requires immediate attention,urgent,crime
"There have been repeated thefts in Block A; increased police patrolling requested. This is causing significant inconvenience to residents. Not urgent, can wait",later,crime
A burst water pipe at Sector 5 floods the road and affects nearby homes. This is causing significant inconvenience to residents. Please take necessary steps,neutral,water
Harassment incident reported at Block A; request police action and investigation. This is causing significant inconvenience to residents. Kindly investigate the matter This has been ongoing for weeks.,neutral,crime
There have been repeated thefts in Near School; increased police patrolling requested. This is causing significant inconvenience to residents. Urgent action needed,urgent,crime
Need improvement in bus stand crowding at city.,neutral,civil
Motorbike snatching occurred at Sector 5; CCTV and quick response required. Kindly investigate the matter,neutral,crime
"The road near Temple Street is washed away and is impassable during rains; please repair urgently. Not urgent, can wait",later,roads
Collapsed boundary wall at 5th Cross is a safety risk to children and pedestrians. Local shops are losing business due to this. Please fix immediately,urgent,civil
Dirty water is coming from the tap in Industrial Area. Suspect contamination near the supply source. Families and elderly are affected. This requires immediate attention,urgent,water
Long-term development needed: garbage pileup at bus stand.,later,sanitation
Street lights are not working on Market Area at night causing safety hazards. Urgent action needed,urgent,electricity
Road construction left debris at Old Bus Stand. Vehicles are being damaged frequently. Families and elderly are affected. Can be scheduled later We request a technician visit during office hours.,later,roads
Voltage fluctuations are damaging appliances in Temple Street. Request inspection and stabilization of supply. Local shops are losing business due to this. Please fix immediately,urgent,electricity
Suspicious persons and petty crimes reported near Lake Road; streetlights and patrol needed. Kindly investigate the matter We request a technician visit during office hours.,neutral,crime
A fallen electric pole on Old Bus Stand poses a danger; urgent fix required. Please take necessary steps,neutral,electricity
"There is continuous leakage from the main pipeline on River Side, causing low water pressure and contamination concerns. Photos can be provided on request.",neutral,water
Suspicious persons and petty crimes reported near Lake Road; streetlights and patrol needed. Children and patients are particularly impacted. Please take necessary steps Please coordinate with the local ward member.,neutral,crime
Traffic signals at MG Road are non-functional leading to congestion and safety issues. Local shops are losing business due to this. Kindly investigate the matter,neutral,roads
Public structure at Near City Park needs inspection and repair; cracks appearing on walls. Children and patients are particularly impacted. Please take necessary steps This has been ongoing for weeks.,neutral,civil
Long-term development needed: need new school at village.,later,roads
Garbage collection is irregular in Near School; heaps of waste attract pests and foul smell. Kindly investigate the matter,neutral,sanitation
Traffic signals at Temple Street are non-functional leading to congestion and safety issues. Routine attention is fine,later,roads
Motorbike snatching occurred at Temple Street; CCTV and quick response required. Routine attention is fine,later,crime
Public structure at MG Road needs inspection and repair; cracks appearing on walls. Please look into this We request a technician visit during office hours.,neutral,civil
"Drinking water supply has been stopped for days in Lake Road. Residents are without water for cooking and bathing. Local shops are losing business due to this. Not urgent, can wait",later,water
Future requirement for school building damage in town.,later,civil
A burst water pipe at Industrial Area floods the road and affects nearby homes. Families and elderly are affected. Urgent action needed,urgent,water
Collapsed boundary wall at Near School is a safety risk to children and pedestrians. Children and patients are particularly impacted. Can be scheduled later,later,civil
Dirty water is coming from the tap in Lake Road. Suspect contamination near the supply source. Can be scheduled later,later,water
Need improvement in need new school at village.,neutral,civil
Collapsed boundary wall at River Side is a safety risk to children and pedestrians.,later,civil
Request for construction of bus stand at market area.,neutral,civil
Road construction left debris at Sector 5. Vehicles are being damaged frequently. Local shops are losing business due to this. Can be scheduled later Please coordinate with the local ward member.,later,roads
Garbage collection is irregular in Block A; heaps of waste attract pests and foul smell. Kindly investigate the matter We request a technician visit during office hours.,neutral,sanitation
Street lights are not working on Block A at night causing safety hazards.,neutral,electricity
Request for new project regarding sports ground request in village.,later,roads
Public toilets at 5th Cross are unusable and improperly maintained; request cleaning and repair. Can be scheduled later This has been ongoing for weeks.,later,sanitation
Frequent power cuts in MG Road disrupt businesses and studies. Need immediate repair to transformer. Families and elderly are affected. Kindly investigate the matter,neutral,electricity
Road construction left debris at Sector 5. Vehicles are being damaged frequently. Families and elderly are affected. Request to address when possible,neutral,roads
"There is continuous leakage from the main pipeline on River Side, causing low water pressure and contamination concerns. Families and elderly are affected. Kindly investigate the matter",neutral,water
Delay in issuing building permit for Old Bus Stand stalls legitimate construction. Families and elderly are affected.,later,civil
A burst water pipe at MG Road floods the road and affects nearby homes. Local shops are losing business due to this. Routine attention is fine Please coordinate with the local ward member.,later,water
Dirty water is coming from the tap in Near School. Suspect contamination near the supply source. Children and patients are particularly impacted. This is an emergency We request a technician visit during office hours.,urgent,water
Street lights are not working on Near School at night causing safety hazards. Families and elderly are affected. This requires immediate attention Photos can be provided on request.,urgent,electricity
A fallen electric pole on Temple Street poses a danger; urgent fix required. Families and elderly are affected. This requires immediate attention,urgent,electricity
"A fallen electric pole on Industrial Area poses a danger; urgennt fix required. Families and elderly are affected. Not urgent, can wait This has been ongoing for weeks.",later,electricity
Public structure at Temple Street needs inspection and repair; cracks appearing on walls. This requires immediate attention Please coordinate with the local ward member.,urgent,civil
Harassment incident reported at 5th Cross; request police action and investigation. Local shops are losing business due to this. This requires immediate attention,urgent,crime
Sewage overflow at Block A contaminates street and poses health risks.,later,sanitation
There have been repeated thefts in Sector 5; increased police patrolling requested. Please look into this We request a technician visit during office hours.,neutral,crime
Citizens have requested better hospital medicine shortage in school zone.,neutral,roads
Citizens have requested better need new school in main road.,neutral,roads
Need improvement in public toilet maintenance at town.,neutral,sanitation
"Street lights are not working on Temple Street at night causing safety hazards. Not urgent, can wait",later,electricity
Moderate issue observed: sewage overflow at city. Kindly check.,neutral,water
"There is continuous leakage from the main pipeline on River Side, causing low water pressure and contamination concerns. Children and patients are particularly impacted. Request to address when possible Please coordinate with the local ward member.",neutral,water
Immediate action required: solar street lights installation in village.,urgent,roads
Collapsed boundary wall at Sector 5 is a safety risk to children and pedestrians. Request to address when possible,neutral,civil
"There is continuous leakage from the main pipeline on MG Road, causing low water pressure and contamination concerns. Kindly investigate the matter",neutral,water
Public structure at Near City Park needs inspection and repair; cracks appearing on walls. Local shops are losing business due to this. This is an emergency We request a technician visit during office hours.,urgent,civil
A fallen electric pole on MG Road poses a danger; urgent fix required. Routine attention is fine,later,electricity
A burst water pipe at River Side floods the road and affects nearby homes. Children and patients are particularly impacted. Can be scheduled later,later,water
"Road construction left debris at Market Area. Vehicles are being damaged frequently. Not urgent, can wait",later,roads
Large potholes on Lake Road are causing accidents and vehicle damage; request resurfacing. This is causing significant inconvenience to residents. Urgent action needed Photos can be provided on request.,urgent,roads
Public toilets at Near City Park are unusable and improperly maintained; request cleaning and repair. This is causing significant inconvenience to residents. Please fix immediately Please coordinate with the local ward member.,urgent,sanitation
Sewage overflow at Near School contaminates street and poses health risks. This is causing significant inconvenience to residents. Please fix immediately Photos can be provided on request.,urgent,sanitation
Dirty water is coming from the tap in Market Area. Suspect contamination near the supply source. Please coordinate with the local ward member.,urgent,water
Harassment incident reported at MG Road; request police action and investigation. This requires immediate attention,urgent,crime
Dirty water is coming from the tap in Market Area. Suspect contamination near the supply source. This is causing significant inconvenience to residents. This requires immediate attention,urgent,water
A burst water pipe at Lake Road floods the road and affects nearby homes. Urgent action needed,urgent,water
Harassment incident reported at Near School; request police action and investigation. Urgent action needed,urgent,crime
Suspicious persons and petty crimes reported near Temple Street; streetlights and patrol needed. Families and elderly are affected. Kindly investigate the matter This has been ongoing for weeks.,neutral,crime
Dirty water is coming from the tap in MG Road. Suspect contamination near the supply source. Local shops are losing business due to this. This is an emergency,urgent,water
Sewage overflow at MG Road contaminates street and poses health risks. Families and elderly are affected. Request to address when possible Photos can be provided on request.,neutral,sanitation
Suspicious persons and petty crimes reported near Lake Road; streetlights and patrol needed. Can be scheduled later,later,crime
A burst water pipe at Market Area floods the road and affects nearby homes. Please fix immediately,urgent,water
Voltage fluctuations are damaging appliances in Temple Street. Request inspection and stabilization of supply. Local shops are losing business due to this. Please consider for future maintenance We request a technician visit during office hours.,later,electricity
Frequent power cuts in 5th Cross disrupt businesses and studies. Need immediate repair to transformer. Local shops are losing business due to this. Please fix immediately,urgent,electricity
Large potholes on Market Area are causing accidents and vehicle damage; request resurfacing. Routine attention is fine,later,roads
Suspicious persons and petty crimes reported near 5th Cross; streetlights and patrol needed. This is an emergency,urgent,crime
Drinking water supply has been stopped for days in Lake Road. Residents are without water for cooking and bathing. Local shops are losing business due to this. Please consider for future maintenance Photos can be provided on request.,later,water
"Public structure at Market Area needs inspection and repair; cracks appearing on walls. Families and elderly are affected. Not urgent, can wait We request a technician visit during office hours.",later,civil
"Traffic signals at River Side are non-functional leading to congestion and safety issues. Not urgent, can wait",later,roads
Dirty water is coming from the tap in Block A. Suspect contamination near the supply source. Local shops are losing business due to this. Please consider for future maintenance,later,water
Harassment incident reported at Old Bus Stand; request police action and investigation. Local shops are losing business due to this. Request to address when possible,neutral,crime
Delay in issuing building permit for Market Area stalls legitimate construction. This requires immediate attention,urgent,civil
A fallen electric pole on Old Bus Stand poses a danger; urgent fix required. Urgent action needed,urgent,electricity
Road construction left debris at Temple Street. Vehicles are being damaged frequently. Families and elderly are affected. Can be scheduled later,later,roads
Open drains clogged at River Side create breeding grounds for mosquitoes. Please look into this,neutral,sanitation
Public structure at Temple Street needs inspection and repair; cracks appearing on walls. This is an emergency This has been ongoing for weeks.,urgent,civil
Collapsed boundary wall at Near School is a safety risk to children and pedestrians. Please fix immediately We request a technician visit during office hours.,urgent,civil
Sewage overflow at River Side contaminates street and poses health risks. Families and elderly are affected. Request to address when possible We request a technician visit during office hours.,neutral,sanitation
Long-term development needed: school building damage at bus stand.,later,civil
Frequent power cuts in Block A disrupt businesses and studies. Need immediate repair to transformer.,urgent,electricity
Delay in issuing building permit for River Side stalls legitimate construction. This is causing significant inconvenience to residents. This is an emergency Please coordinate with the local ward member.,urgent,civil
Drinking water supply has been stopped for days in Old Bus Stand. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents.,neutral,water
A fallen electric pole on Temple Street poses a danger; urgent fix required. Children and patients are particularly impacted. Routine attention is fine We request a technician visit during office hours.,later,electricity
Delay in issuing building permit for MG Road stalls legitimate construction. This is causing significant inconvenience to residents. This requires immediate attention,urgent,civil
Drinking water supply has been stopped for days in Block A. Residents are without water for cooking and bathing. Can be scheduled later,later,water
Frequent power cuts in 5th Cross disrupt businesses and studies. Need immediate repair to transformer. Please consider for future maintenance Photos can be provided on request.,later,electricity
Delay in issuing building permit for River Side stalls legitimate construction. Kindly investigate the matter,neutral,civil
Unauthorized construction at Near School violates building regulations and blocks sunlight to nearby homes. Families and elderly are affected. Kindly investigate the matter,neutral,civil
"Dirty water is coming from the tap in Near City Park. Suspect contamination near the supply source. Not urgent, can wait We request a technician visit during office hours.",later,water
Garbage collection is irregular in Industrial Area; heaps of waste attract pests and foul smell. This is causing significant inconvenience to residents.,later,sanitation
Street lights are not working on Market Area at night causing safety hazards. This is causing significant inconvenience to residents. Please consider for future maintenance,later,electricity
Suggestion to resolve school building damage in highway.,neutral,civil
Open drains clogged at Temple Street create breeding grounds for mosquitoes. Local shops are losing business due to this. Routine attention is fine,later,sanitation
Public toilets at Market Area are unusable and improperly maintained; request cleaning and repair. This is causing significant inconvenience to residents. Kindly investigate the matter Photos can be provided on request.,neutral,sanitation
Sewage overflow at Old Bus Stand contaminates street and poses health risks. Children and patients are particularly impacted.,later,sanitation
Garbage collection is irregular in Temple Street; heaps of waste attract pests and foul smell. Children and patients are particularly impacted. This is an emergency Photos can be provided on request.,urgent,sanitation
