text,label,department,pred_dept,pred_conf
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to broken road. Request urgent solution.,Urgent,roads,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to building public library. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent,electricity,,
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent,electricity,,
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent,electricity,,
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent,electricity,,
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent,electricity,,
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent,electricity,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent,sanitation,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent,water,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to school building damage. Request urgent solution.,Urgent,civil,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent,water,,
school building damage has created unsafe conditions in city. Needs urgent fix.,Urgent,civil,,
school building damage has created unsafe conditions in city. Needs urgent fix.,Urgent,civil,,
school building damage has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
school building damage has created unsafe conditions in hospital area. Needs urgent fix.,Urgent,civil,,
school building damage has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
school building damage has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
school building damage has created unsafe conditions in market area. Needs urgent fix.,Urgent,civil,,
school building damage has created unsafe conditions in residential colony. Needs urgent fix.,Urgent,civil,,
school building damage has created unsafe conditions in school zone. Needs urgent fix.,Urgent,civil,,
school building damage has created unsafe conditions in town. Needs urgent fix.,Urgent,civil,,
school building damage has created unsafe conditions in town. Needs urgent fix.,Urgent,civil,,
"Serious problem of broken road in city, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in city, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in hospital area, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in market area, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in residential colony, kindly resolve immediately.",Urgent,roads,,
"Serious problem of broken road in village, kindly resolve immediately.",Urgent,roads,,
"Serious problem of building public library in city, kindly resolve immediately.",Urgent,civil,,
"Serious problem of building public library in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of building public library in hospital area, kindly resolve immediately.",Urgent,civil,,
"Serious problem of building public library in market area, kindly resolve immediately.",Urgent,civil,,
"Serious problem of building public library in residential colony, kindly resolve immediately.",Urgent,civil,,
"Serious problem of building public library in school zone, kindly resolve immediately.",Urgent,civil,,
"Serious problem of building public library in town, kindly resolve immediately.",Urgent,civil,,
"Serious problem of building public library in village, kindly resolve immediately.",Urgent,civil,,
"Serious problem of bus stand crowding in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of bus stand crowding in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of construction of bus stand in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of construction of bus stand in hospital area, kindly resolve immediately.",Urgent,civil,,
"Serious problem of construction of bus stand in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of construction of bus stand in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of construction of bus stand in school zone, kindly resolve immediately.",Urgent,civil,,
"Serious problem of construction of bus stand in school zone, kindly resolve immediately.",Urgent,civil,,
"Serious problem of construction of bus stand in town, kindly resolve immediately.",Urgent,civil,,
"Serious problem of construction of bus stand in village, kindly resolve immediately.",Urgent,civil,,
"Serious problem of electricity outage in bus stand, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in highway, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in hospital area, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in market area, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in residential colony, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in school zone, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in town, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in town, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in town, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in village, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in village, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of electricity outage in village, kindly resolve immediately.",Urgent,electricity,,
"Serious problem of garbage pileup in bus stand, kindly resolve immediately.",Urgent,sanitation,,
"Serious problem of garbage pileup in bus stand, kindly resolve immediately.",Urgent,sanitation,,
"Serious problem of garbage pileup in city, kindly resolve immediately.",Urgent,sanitation,,
"Serious problem of garbage pileup in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of garbage pileup in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of garbage pileup in market area, kindly resolve immediately.",Urgent,sanitation,,
"Serious problem of garbage pileup in residential colony, kindly resolve immediately.",Urgent,sanitation,,
"Serious problem of hospital medicine shortage in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of hospital medicine shortage in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of hospital medicine shortage in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of hospital medicine shortage in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of need overhead water tank in highway, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in highway, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in hospital area, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in hospital area, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in hospital area, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in main road, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in market area, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in school zone, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in town, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in town, kindly resolve immediately.",Urgent,water,,
"Serious problem of need overhead water tank in village, kindly resolve immediately.",Urgent,water,,
"Serious problem of public toilet maintenance in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of school building damage in market area, kindly resolve immediately.",Urgent,civil,,
"Serious problem of school building damage in town, kindly resolve immediately.",Urgent,civil,,
"Serious problem of sewage overflow in market area, kindly resolve immediately.",Urgent,water,,
"Serious problem of sewage overflow in residential colony, kindly resolve immediately.",Urgent,water,,
"Serious problem of sewage overflow in school zone, kindly resolve immediately.",Urgent,water,,
"Serious problem of sewage overflow in town, kindly resolve immediately.",Urgent,water,,
"Serious problem of sewage overflow in town, kindly resolve immediately.",Urgent,water,,
"Serious problem of sewage overflow in village, kindly resolve immediately.",Urgent,water,,
"Serious problem of solar street lights installation in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of solar street lights installation in highway, kindly resolve immediately.",Urgent,roads,,
"Serious problem of solar street lights installation in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of sports ground request in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of streetlight failure in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of streetlight failure in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of streetlight failure in main road, kindly resolve immediately.",Urgent,roads,,
"Serious problem of water supply shortage in bus stand, kindly resolve immediately.",Urgent,water,,
"Serious problem of water supply shortage in city, kindly resolve immediately.",Urgent,water,,
"Serious problem of water supply shortage in main road, kindly resolve immediately.",Urgent,water,,
"Serious problem of water supply shortage in school zone, kindly resolve immediately.",Urgent,water,,
"Serious problem of water supply shortage in village, kindly resolve immediately.",Urgent,water,,
"Serious problem of water supply shortage in village, kindly resolve immediately.",Urgent,water,,
"Serious problem of water supply shortage in village, kindly resolve immediately.",Urgent,water,,
sewage overflow has created unsafe conditions in bus stand. Needs urgent fix.,Urgent,water,,
sewage overflow has created unsafe conditions in city. Needs urgent fix.,Urgent,water,,
sewage overflow has created unsafe conditions in hospital area. Needs urgent fix.,Urgent,water,,
sewage overflow has created unsafe conditions in main road. Needs urgent fix.,Urgent,water,,
sewage overflow has created unsafe conditions in market area. Needs urgent fix.,Urgent,water,,
sewage overflow has created unsafe conditions in town. Needs urgent fix.,Urgent,water,,
sewage overflow has created unsafe conditions in town. Needs urgent fix.,Urgent,water,,
sewage overflow has created unsafe conditions in village. Needs urgent fix.,Urgent,water,,
solar street lights installation has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
solar street lights installation has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
solar street lights installation has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
solar street lights installation has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
sports ground request has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
sports ground request has created unsafe conditions in highway. Needs urgent fix.,Urgent,roads,,
streetlight failure has created unsafe conditions in main road. Needs urgent fix.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at bus stand.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at hospital area.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at residential colony.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at residential colony.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at residential colony.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at school zone.,Urgent,roads,,
Urgent complaint regarding broken road. Needs quick attention at town.,Urgent,roads,,
Urgent complaint regarding building public library. Needs quick attention at bus stand.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at bus stand.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding building public library. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding building public library. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding building public library. Needs quick attention at hospital area.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at town.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at village.,Urgent,civil,,
Urgent complaint regarding building public library. Needs quick attention at village.,Urgent,civil,,
Urgent complaint regarding bus stand crowding. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding bus stand crowding. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding bus stand crowding. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding construction of bus stand. Needs quick attention at bus stand.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at city.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at hospital area.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding construction of bus stand. Needs quick attention at market area.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at market area.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at market area.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent,civil,,
Urgent complaint regarding construction of bus stand. Needs quick attention at residential colony.,Urgent,civil,,
Urgent complaint regarding electricity outage. Needs quick attention at bus stand.,Urgent,electricity,,
Urgent complaint regarding electricity outage. Needs quick attention at highway.,Urgent,electricity,,
Urgent complaint regarding electricity outage. Needs quick attention at school zone.,Urgent,electricity,,
Urgent complaint regarding garbage pileup. Needs quick attention at bus stand.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at city.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding garbage pileup. Needs quick attention at hospital area.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding garbage pileup. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding garbage pileup. Needs quick attention at market area.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at market area.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at school zone.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at school zone.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at town.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at town.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at town.,Urgent,sanitation,,
Urgent complaint regarding garbage pileup. Needs quick attention at village.,Urgent,sanitation,,
Urgent complaint regarding need new school. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding need overhead water tank. Needs quick attention at bus stand.,Urgent,water,,
Urgent complaint regarding need overhead water tank. Needs quick attention at city.,Urgent,water,,
Urgent complaint regarding need overhead water tank. Needs quick attention at city.,Urgent,water,,
Urgent complaint regarding need overhead water tank. Needs quick attention at city.,Urgent,water,,
Urgent complaint regarding need overhead water tank. Needs quick attention at main road.,Urgent,water,,
Urgent complaint regarding need overhead water tank. Needs quick attention at town.,Urgent,water,,
Urgent complaint regarding school building damage. Needs quick attention at bus stand.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at bus stand.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at city.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at city.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding school building damage. Needs quick attention at hospital area.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at residential colony.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at residential colony.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at school zone.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at village.,Urgent,civil,,
Urgent complaint regarding school building damage. Needs quick attention at village.,Urgent,civil,,
Urgent complaint regarding sewage overflow. Needs quick attention at bus stand.,Urgent,water,,
Urgent complaint regarding sewage overflow. Needs quick attention at city.,Urgent,water,,
Urgent complaint regarding sewage overflow. Needs quick attention at city.,Urgent,water,,
Urgent complaint regarding sewage overflow. Needs quick attention at market area.,Urgent,water,,
Urgent complaint regarding sewage overflow. Needs quick attention at village.,Urgent,water,,
Urgent complaint regarding sewage overflow. Needs quick attention at village.,Urgent,water,,
Urgent complaint regarding solar street lights installation. Needs quick attention at highway.,Urgent,roads,,
Urgent complaint regarding solar street lights installation. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding solar street lights installation. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding solar street lights installation. Needs quick attention at main road.,Urgent,roads,,
Urgent complaint regarding streetlight failure. Needs quick attention at highway.,Urgent,roads,,
 I want to arrange protest political  Demonstration  Agitation  Rally  Sit-in  March  Campaign   Boycott  Strike  Walkout  Hartal  Picketing  Hunger strike  Civil disobedience  Conference  Summit  Emergency meeting  Assembly  Convention  Press conference  Gathering  Forum  Session on 13th august 2022 at chennai Main road.,Urgent,roads,,
we want permission to arrange  conference on 29th aug at trichy high traffic main road from 10am to 5pm,Urgent,roads,,
Urgent complaint regarding water supply shortage. Needs quick attention at highway.,Urgent,water,,
Urgent complaint regarding water supply shortage. Needs quick attention at hospital area.,Urgent,water,,
Urgent complaint regarding water supply shortage. Needs quick attention at market area.,Urgent,water,,
water supply shortage has created unsafe conditions in bus stand. Needs urgent fix.,Urgent,water,,
water supply shortage has created unsafe conditions in market area. Needs urgent fix.,Urgent,water,,
water supply shortage has created unsafe conditions in village. Needs urgent fix.,Urgent,water,,
water supply shortage has created unsafe conditions in village. Needs urgent fix.,Urgent,water,,
Future requirement for bus stand crowding in market area.,Later,civil,civil,0.851569610404098
Future requirement for bus stand crowding in market area.,Later,civil,civil,0.851569610404098
Future requirement for bus stand crowding in market area.,Later,civil,civil,0.851569610404098
Future requirement for bus stand crowding in residential colony.,Later,civil,civil,0.8566773970857695
Future requirement for bus stand crowding in residential colony.,Later,civil,civil,0.8566773970857695
Proposal to improve bus stand crowding in bus stand in future plans.,Later,civil,civil,0.8737013951076271
Proposal to improve bus stand crowding in residential colony in future plans.,Later,civil,civil,0.8647779704837978
Proposal to improve bus stand crowding in village in future plans.,Later,civil,civil,0.8674570713812364
Citizens have requested better bus stand crowding in residential colony.,Neutral,civil,civil,0.8725787037612444
Citizens have requested better bus stand crowding in residential colony.,Neutral,civil,civil,0.8725787037612444
Citizens have requested better bus stand crowding in residential colony.,Neutral,civil,civil,0.8725787037612444
Citizens have requested better bus stand crowding in village.,Neutral,civil,civil,0.8610467962522859
Need improvement in bus stand crowding at bus stand.,Neutral,civil,civil,0.9039847461500914
Need improvement in bus stand crowding at bus stand.,Neutral,civil,civil,0.9039847461500914
Need improvement in bus stand crowding at city.,Neutral,civil,civil,0.8792966142082536
Need improvement in bus stand crowding at city.,Neutral,civil,civil,0.8792966142082536
Need improvement in bus stand crowding at hospital area.,Neutral,civil,civil,0.8859352375215342
Need improvement in bus stand crowding at hospital area.,Neutral,civil,civil,0.8859352375215342
Need improvement in bus stand crowding at market area.,Neutral,civil,civil,0.8789107302243098
Need improvement in bus stand crowding at residential colony.,Neutral,civil,civil,0.891005924593291
Need improvement in bus stand crowding at residential colony.,Neutral,civil,civil,0.891005924593291
Need improvement in bus stand crowding at school zone.,Neutral,civil,civil,0.8821687482467011
Need improvement in bus stand crowding at town.,Neutral,civil,civil,0.8975534980429954
Need improvement in bus stand crowding at town.,Neutral,civil,civil,0.8975534980429954
Need improvement in bus stand crowding at town.,Neutral,civil,civil,0.8975534980429954
Request for bus stand crowding at market area.,Neutral,civil,civil,0.8726087252909581
Request for bus stand crowding at market area.,Neutral,civil,civil,0.8726087252909581
Request for bus stand crowding at school zone.,Neutral,civil,civil,0.858764744619398
Suggestion to resolve bus stand crowding in hospital area.,Neutral,civil,civil,0.855756354241865
Suggestion to resolve bus stand crowding in market area.,Neutral,civil,civil,0.8610884117611778
Suggestion to resolve bus stand crowding in market area.,Neutral,civil,civil,0.8610884117611778
Suggestion to resolve bus stand crowding in residential colony.,Neutral,civil,civil,0.8648663558443718
Suggestion to resolve bus stand crowding in school zone.,Neutral,civil,civil,0.8702810421937935
Suggestion to resolve bus stand crowding in school zone.,Neutral,civil,civil,0.8702810421937935
"Serious problem of bus stand crowding in market area, kindly resolve immediately.",Urgent,civil,civil,0.902640544861599
"Serious problem of bus stand crowding in town, kindly resolve immediately.",Urgent,civil,civil,0.9123297589521361
