text,label
Suggestion to resolve building public library in main road.,Neutral
Suggestion to resolve building public library in village.,Neutral
Suggestion to resolve building public library in village.,Neutral
Suggestion to resolve bus stand crowding in city.,Neutral
Suggestion to resolve bus stand crowding in highway.,Neutral
Suggestion to resolve bus stand crowding in hospital area.,Neutral
Suggestion to resolve bus stand crowding in main road.,Neutral
Suggestion to resolve bus stand crowding in market area.,Neutral
Suggestion to resolve bus stand crowding in market area.,Neutral
Suggestion to resolve bus stand crowding in residential colony.,Neutral
Suggestion to resolve bus stand crowding in school zone.,Neutral
Suggestion to resolve bus stand crowding in school zone.,Neutral
Suggestion to resolve construction of bus stand in bus stand.,Neutral
Suggestion to resolve construction of bus stand in town.,Neutral
Suggestion to resolve construction of bus stand in village.,Neutral
Suggestion to resolve electricity outage in bus stand.,Neutral
Suggestion to resolve electricity outage in main road.,Neutral
Suggestion to resolve electricity outage in main road.,Neutral
Suggestion to resolve electricity outage in school zone.,Neutral
Suggestion to resolve electricity outage in town.,Neutral
Suggestion to resolve electricity outage in village.,Neutral
Suggestion to resolve garbage pileup in highway.,Neutral
Suggestion to resolve garbage pileup in hospital area.,Neutral
Suggestion to resolve garbage pileup in main road.,Neutral
Suggestion to resolve garbage pileup in main road.,Neutral
Suggestion to resolve garbage pileup in main road.,Neutral
Suggestion to resolve garbage pileup in market area.,Neutral
Suggestion to resolve garbage pileup in market area.,Neutral
Suggestion to resolve garbage pileup in school zone.,Neutral
Suggestion to resolve hospital medicine shortage in bus stand.,Neutral
Suggestion to resolve hospital medicine shortage in market area.,Neutral
Suggestion to resolve hospital medicine shortage in residential colony.,Neutral
Suggestion to resolve hospital medicine shortage in school zone.,Neutral
Suggestion to resolve hospital medicine shortage in village.,Neutral
Suggestion to resolve need new school in city.,Neutral
Suggestion to resolve need new school in hospital area.,Neutral
Suggestion to resolve need new school in hospital area.,Neutral
Suggestion to resolve need new school in hospital area.,Neutral
Suggestion to resolve need new school in main road.,Neutral
Suggestion to resolve need new school in school zone.,Neutral
Suggestion to resolve need new school in school zone.,Neutral
Suggestion to resolve need new school in school zone.,Neutral
Suggestion to resolve need new school in town.,Neutral
Suggestion to resolve need new school in village.,Neutral
Suggestion to resolve need overhead water tank in bus stand.,Neutral
Suggestion to resolve need overhead water tank in bus stand.,Neutral
Suggestion to resolve need overhead water tank in city.,Neutral
Suggestion to resolve need overhead water tank in highway.,Neutral
Suggestion to resolve need overhead water tank in highway.,Neutral
Suggestion to resolve need overhead water tank in hospital area.,Neutral
Suggestion to resolve need overhead water tank in hospital area.,Neutral
Suggestion to resolve need overhead water tank in market area.,Neutral
Suggestion to resolve need overhead water tank in residential colony.,Neutral
Suggestion to resolve need overhead water tank in school zone.,Neutral
Suggestion to resolve need overhead water tank in town.,Neutral
Suggestion to resolve need overhead water tank in town.,Neutral
Suggestion to resolve need overhead water tank in town.,Neutral
Suggestion to resolve need overhead water tank in village.,Neutral
Suggestion to resolve public toilet maintenance in bus stand.,Neutral
Suggestion to resolve public toilet maintenance in bus stand.,Neutral
Suggestion to resolve public toilet maintenance in city.,Neutral
Suggestion to resolve public toilet maintenance in main road.,Neutral
Suggestion to resolve public toilet maintenance in main road.,Neutral
Suggestion to resolve public toilet maintenance in village.,Neutral
Suggestion to resolve public toilet maintenance in village.,Neutral
Suggestion to resolve school building damage in bus stand.,Neutral
Suggestion to resolve school building damage in city.,Neutral
Suggestion to resolve school building damage in highway.,Neutral
Suggestion to resolve school building damage in highway.,Neutral
Suggestion to resolve school building damage in hospital area.,Neutral
Suggestion to resolve school building damage in market area.,Neutral
Suggestion to resolve school building damage in village.,Neutral
Suggestion to resolve school building damage in village.,Neutral
Suggestion to resolve sewage overflow in bus stand.,Neutral
Suggestion to resolve sewage overflow in highway.,Neutral
Suggestion to resolve sewage overflow in hospital area.,Neutral
Suggestion to resolve sewage overflow in hospital area.,Neutral
Suggestion to resolve sewage overflow in main road.,Neutral
Suggestion to resolve sewage overflow in market area.,Neutral
Suggestion to resolve sewage overflow in market area.,Neutral
Suggestion to resolve sewage overflow in school zone.,Neutral
Suggestion to resolve solar street lights installation in bus stand.,Neutral
Suggestion to resolve solar street lights installation in city.,Neutral
Suggestion to resolve solar street lights installation in highway.,Neutral
Suggestion to resolve solar street lights installation in highway.,Neutral
Suggestion to resolve solar street lights installation in highway.,Neutral
Suggestion to resolve solar street lights installation in hospital area.,Neutral
Suggestion to resolve solar street lights installation in market area.,Neutral
Suggestion to resolve solar street lights installation in school zone.,Neutral
Suggestion to resolve solar street lights installation in school zone.,Neutral
Suggestion to resolve solar street lights installation in town.,Neutral
Suggestion to resolve solar street lights installation in village.,Neutral
Suggestion to resolve sports ground request in bus stand.,Neutral
Suggestion to resolve sports ground request in bus stand.,Neutral
Suggestion to resolve sports ground request in city.,Neutral
Suggestion to resolve sports ground request in city.,Neutral
Suggestion to resolve sports ground request in highway.,Neutral
Suggestion to resolve sports ground request in highway.,Neutral
Suggestion to resolve sports ground request in hospital area.,Neutral
Suggestion to resolve sports ground request in main road.,Neutral
Suggestion to resolve sports ground request in market area.,Neutral
Suggestion to resolve sports ground request in market area.,Neutral
Suggestion to resolve sports ground request in village.,Neutral
Suggestion to resolve streetlight failure in city.,Neutral
Suggestion to resolve streetlight failure in city.,Neutral
Suggestion to resolve streetlight failure in highway.,Neutral
Suggestion to resolve streetlight failure in hospital area.,Neutral
Suggestion to resolve streetlight failure in hospital area.,Neutral
Suggestion to resolve streetlight failure in hospital area.,Neutral
Suggestion to resolve streetlight failure in hospital area.,Neutral
Suggestion to resolve streetlight failure in hospital area.,Neutral
Suggestion to resolve streetlight failure in market area.,Neutral
Suggestion to resolve streetlight failure in village.,Neutral
Suggestion to resolve water supply shortage in bus stand.,Neutral
Suggestion to resolve water supply shortage in city.,Neutral
Suggestion to resolve water supply shortage in hospital area.,Neutral
Suggestion to resolve water supply shortage in market area.,Neutral
Suggestion to resolve water supply shortage in residential colony.,Neutral
Suggestion to resolve water supply shortage in residential colony.,Neutral
Suggestion to resolve water supply shortage in school zone.,Neutral
Suggestion to resolve water supply shortage in town.,Neutral
Suggestion to resolve water supply shortage in town.,Neutral
Suggestion to resolve water supply shortage in village.,Neutral
Suggestion to resolve water supply shortage in village.,Neutral
broken road has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
broken road has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
broken road has created unsafe conditions in school zone. Needs urgent fix.,Urgent
broken road has created unsafe conditions in school zone. Needs urgent fix.,Urgent
building public library has created unsafe conditions in main road. Needs urgent fix.,Urgent
building public library has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
building public library has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
building public library has created unsafe conditions in school zone. Needs urgent fix.,Urgent
building public library has created unsafe conditions in town. Needs urgent fix.,Urgent
building public library has created unsafe conditions in town. Needs urgent fix.,Urgent
building public library has created unsafe conditions in village. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in city. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in highway. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in highway. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in main road. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in market area. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in market area. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in school zone. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in village. Needs urgent fix.,Urgent
bus stand crowding has created unsafe conditions in village. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in city. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in highway. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in highway. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in main road. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in market area. Needs urgent fix.,Urgent
construction of bus stand has created unsafe conditions in village. Needs urgent fix.,Urgent
electricity outage has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
electricity outage has created unsafe conditions in highway. Needs urgent fix.,Urgent
electricity outage has created unsafe conditions in highway. Needs urgent fix.,Urgent
electricity outage has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
electricity outage has created unsafe conditions in town. Needs urgent fix.,Urgent
electricity outage has created unsafe conditions in village. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in city. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in highway. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in main road. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in main road. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in main road. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in market area. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in market area. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in school zone. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in village. Needs urgent fix.,Urgent
garbage pileup has created unsafe conditions in village. Needs urgent fix.,Urgent
hospital medicine shortage has created unsafe conditions in market area. Needs urgent fix.,Urgent
hospital medicine shortage has created unsafe conditions in school zone. Needs urgent fix.,Urgent
hospital medicine shortage has created unsafe conditions in town. Needs urgent fix.,Urgent
hospital medicine shortage has created unsafe conditions in village. Needs urgent fix.,Urgent
Immediate action required: broken road in city.,Urgent
Immediate action required: broken road in city.,Urgent
Immediate action required: broken road in highway.,Urgent
Immediate action required: broken road in hospital area.,Urgent
Immediate action required: broken road in main road.,Urgent
Immediate action required: broken road in main road.,Urgent
Immediate action required: broken road in market area.,Urgent
Immediate action required: broken road in market area.,Urgent
Immediate action required: broken road in residential colony.,Urgent
Immediate action required: broken road in residential colony.,Urgent
Immediate action required: broken road in school zone.,Urgent
Immediate action required: broken road in town.,Urgent
Immediate action required: broken road in village.,Urgent
Immediate action required: building public library in hospital area.,Urgent
Immediate action required: building public library in hospital area.,Urgent
Immediate action required: building public library in village.,Urgent
Immediate action required: building public library in village.,Urgent
Immediate action required: bus stand crowding in bus stand.,Urgent
Immediate action required: bus stand crowding in city.,Urgent
Immediate action required: bus stand crowding in city.,Urgent
Immediate action required: bus stand crowding in main road.,Urgent
Immediate action required: bus stand crowding in main road.,Urgent
Immediate action required: bus stand crowding in residential colony.,Urgent
Immediate action required: bus stand crowding in school zone.,Urgent
Immediate action required: bus stand crowding in school zone.,Urgent
Immediate action required: bus stand crowding in village.,Urgent
Immediate action required: construction of bus stand in bus stand.,Urgent
Immediate action required: construction of bus stand in main road.,Urgent
Immediate action required: construction of bus stand in main road.,Urgent
Immediate action required: construction of bus stand in main road.,Urgent
Immediate action required: construction of bus stand in main road.,Urgent
Immediate action required: construction of bus stand in residential colony.,Urgent
Immediate action required: construction of bus stand in school zone.,Urgent
Immediate action required: construction of bus stand in town.,Urgent
Immediate action required: construction of bus stand in village.,Urgent
Immediate action required: construction of bus stand in village.,Urgent
Immediate action required: electricity outage in bus stand.,Urgent
Immediate action required: electricity outage in bus stand.,Urgent
Immediate action required: electricity outage in bus stand.,Urgent
Immediate action required: electricity outage in hospital area.,Urgent
Immediate action required: electricity outage in market area.,Urgent
Immediate action required: electricity outage in residential colony.,Urgent
Immediate action required: electricity outage in town.,Urgent
Immediate action required: electricity outage in town.,Urgent
Immediate action required: garbage pileup in bus stand.,Urgent
Immediate action required: garbage pileup in main road.,Urgent
Immediate action required: garbage pileup in market area.,Urgent
Immediate action required: garbage pileup in market area.,Urgent
Immediate action required: garbage pileup in residential colony.,Urgent
Immediate action required: garbage pileup in village.,Urgent
Immediate action required: hospital medicine shortage in bus stand.,Urgent
Immediate action required: hospital medicine shortage in city.,Urgent
Immediate action required: hospital medicine shortage in city.,Urgent
Immediate action required: hospital medicine shortage in main road.,Urgent
Immediate action required: hospital medicine shortage in market area.,Urgent
Immediate action required: hospital medicine shortage in residential colony.,Urgent
Immediate action required: hospital medicine shortage in school zone.,Urgent
Immediate action required: hospital medicine shortage in school zone.,Urgent
Immediate action required: need new school in bus stand.,Urgent
Immediate action required: need new school in city.,Urgent
Immediate action required: need new school in hospital area.,Urgent
Immediate action required: need new school in market area.,Urgent
Immediate action required: need new school in town.,Urgent
Immediate action required: need overhead water tank in city.,Urgent
Immediate action required: need overhead water tank in highway.,Urgent
Immediate action required: need overhead water tank in hospital area.,Urgent
Immediate action required: need overhead water tank in market area.,Urgent
Immediate action required: need overhead water tank in school zone.,Urgent
Immediate action required: need overhead water tank in school zone.,Urgent
Immediate action required: need overhead water tank in village.,Urgent
Immediate action required: need overhead water tank in village.,Urgent
Immediate action required: public toilet maintenance in bus stand.,Urgent
Immediate action required: public toilet maintenance in city.,Urgent
Immediate action required: public toilet maintenance in highway.,Urgent
Immediate action required: public toilet maintenance in hospital area.,Urgent
Immediate action required: public toilet maintenance in main road.,Urgent
Immediate action required: public toilet maintenance in market area.,Urgent
Immediate action required: public toilet maintenance in school zone.,Urgent
Immediate action required: public toilet maintenance in school zone.,Urgent
Immediate action required: public toilet maintenance in school zone.,Urgent
Immediate action required: public toilet maintenance in village.,Urgent
Immediate action required: school building damage in highway.,Urgent
Immediate action required: school building damage in highway.,Urgent
Immediate action required: school building damage in main road.,Urgent
Immediate action required: school building damage in residential colony.,Urgent
Immediate action required: school building damage in town.,Urgent
Immediate action required: school building damage in town.,Urgent
Immediate action required: sewage overflow in bus stand.,Urgent
Immediate action required: sewage overflow in city.,Urgent
Immediate action required: sewage overflow in highway.,Urgent
Immediate action required: sewage overflow in hospital area.,Urgent
Immediate action required: sewage overflow in main road.,Urgent
Immediate action required: sewage overflow in main road.,Urgent
Immediate action required: sewage overflow in residential colony.,Urgent
Immediate action required: sewage overflow in school zone.,Urgent
Immediate action required: sewage overflow in town.,Urgent
Immediate action required: sewage overflow in village.,Urgent
Immediate action required: solar street lights installation in bus stand.,Urgent
Immediate action required: solar street lights installation in city.,Urgent
Immediate action required: solar street lights installation in market area.,Urgent
Immediate action required: solar street lights installation in market area.,Urgent
Immediate action required: solar street lights installation in residential colony.,Urgent
Immediate action required: solar street lights installation in residential colony.,Urgent
Immediate action required: solar street lights installation in residential colony.,Urgent
Immediate action required: solar street lights installation in residential colony.,Urgent
Immediate action required: solar street lights installation in school zone.,Urgent
Immediate action required: solar street lights installation in town.,Urgent
Immediate action required: solar street lights installation in town.,Urgent
Immediate action required: solar street lights installation in village.,Urgent
Immediate action required: solar street lights installation in village.,Urgent
Immediate action required: sports ground request in bus stand.,Urgent
Immediate action required: sports ground request in highway.,Urgent
Immediate action required: sports ground request in highway.,Urgent
Immediate action required: sports ground request in hospital area.,Urgent
Immediate action required: sports ground request in residential colony.,Urgent
Immediate action required: sports ground request in school zone.,Urgent
Immediate action required: sports ground request in school zone.,Urgent
Immediate action required: sports ground request in town.,Urgent
Immediate action required: streetlight failure in bus stand.,Urgent
Immediate action required: streetlight failure in highway.,Urgent
Immediate action required: streetlight failure in hospital area.,Urgent
Immediate action required: streetlight failure in hospital area.,Urgent
Immediate action required: streetlight failure in market area.,Urgent
Immediate action required: streetlight failure in residential colony.,Urgent
Immediate action required: streetlight failure in residential colony.,Urgent
Immediate action required: streetlight failure in school zone.,Urgent
Immediate action required: streetlight failure in school zone.,Urgent
Immediate action required: streetlight failure in village.,Urgent
Immediate action required: water supply shortage in market area.,Urgent
Immediate action required: water supply shortage in market area.,Urgent
Immediate action required: water supply shortage in residential colony.,Urgent
Immediate action required: water supply shortage in school zone.,Urgent
Immediate action required: water supply shortage in school zone.,Urgent
Immediate action required: water supply shortage in school zone.,Urgent
Immediate action required: water supply shortage in town.,Urgent
Immediate action required: water supply shortage in village.,Urgent
Immediate action required: water supply shortage in village.,Urgent
need new school has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
need new school has created unsafe conditions in city. Needs urgent fix.,Urgent
need new school has created unsafe conditions in main road. Needs urgent fix.,Urgent
need new school has created unsafe conditions in village. Needs urgent fix.,Urgent
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent
need overhead water tank has created unsafe conditions in city. Needs urgent fix.,Urgent
need overhead water tank has created unsafe conditions in market area. Needs urgent fix.,Urgent
need overhead water tank has created unsafe conditions in school zone. Needs urgent fix.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to broken road. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to building public library. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to bus stand crowding. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to construction of bus stand. Request urgent solution.,Urgent
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent
Public facing severe issues due to electricity outage. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to garbage pileup. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to hospital medicine shortage. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need new school. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to need overhead water tank. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to public toilet maintenance. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to school building damage. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to sewage overflow. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to solar street lights installation. Request urgent solution.,Urgent
Public facing severe issues due to sports ground request. Request urgent solution.,Urgent
Public facing severe issues due to sports ground request. Request urgent solution.,Urgent
Public facing severe issues due to sports ground request. Request urgent solution.,Urgent
Public facing severe issues due to sports ground request. Request urgent solution.,Urgent
Public facing severe issues due to sports ground request. Request urgent solution.,Urgent
Public facing severe issues due to sports ground request. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to streetlight failure. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
Public facing severe issues due to water supply shortage. Request urgent solution.,Urgent
public toilet maintenance has created unsafe conditions in bus stand. Needs urgent fix.,Urgent
public toilet maintenance has created unsafe conditions in city. Needs urgent fix.,Urgent
public toilet maintenance has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
public toilet maintenance has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
public toilet maintenance has created unsafe conditions in school zone. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in city. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in city. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in highway. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in hospital area. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in main road. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in main road. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in market area. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in residential colony. Needs urgent fix.,Urgent
school building damage has created unsafe conditions in school zone. Needs urgent fix.,Urgent
